"id","timestamp","name"
1,1653358552308,CreateUsersTable1653358552308
2,1655654262777,CreateProductsTable1655654262777
3,1655664195111,CreateStockTable1655664195111
4,1655669467566,CreateMovimentationNatureTable1655669467566
5,1655682605663,CreateStockMovimentsTable1655682605663
6,1656277231296,CreateAccountsPlanTable1656277231296
7,1656373118848,CreateTransactionsMapTable1656373118848
8,1656419441902,AddTransactionMapColumnToMovimentationNatureTable1656419441902
9,1656421474605,CreateFinancialMovementsTable1656421474605
