"id","internal_code","transaction_name","accounts_plan"
"5bf05d68-90a9-46bf-a5f8-599cc709f7a3",CP001CL,Compras produtos para loja,"[{""accounts_plan_item"":""f18d0535-615b-4baa-8d45-8eb54704befc"",""isCredit"":true},{""accounts_plan_item"":""98a031e8-bacc-4970-8f64-df1336c95157"",""isCredit"":true}]"
